mandt,id,prodId,pgId,sizeUOM,height,depth,width,price,taxrate,toPriceCurrency_code,description
001,fa16b244-6485-4e96-a67d-b649e5c5c1cf,iaculis,3,API,62,45,84,40.26,27.85,BRL,Nullam varius.
001,64e8b64d-bfbb-41fb-a91a-4f3a959f29c9,non,3,ADV,96,81,73,213.23,7.52,PLN,Nulla justo.
001,578e3002-afd7-4231-a623-3d2e0fd62c2c,quis,3,%NT,10,22,58,388.01,31.9,MAD,Integer ac leo.
001,cfe0330a-0345-470b-bab8-ad4a44d1ae17,lacus,7,%,20,59,95,801.82,2.48,CNY,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
001,9f1951e4-d2a5-484f-bf43-b242b421feaf,malesuada,1,API,62,90,98,186.46,9.45,ARS,Donec quis orci eget orci vehicula condimentum.
001,0f675de2-0add-4e2f-ab6d-4961d83d135e,consequat,5,%,29,74,66,554.68,12.59,CNY,Morbi non lectus.
001,b21f7920-cd8e-4920-8b0c-b96b1d9265ab,sed,2,%NT,99,55,62,550.74,9.13,CNY,Aliquam erat volutpat.
001,934d7120-d37f-4a24-9d5c-3cf3ec080302,turpis,4,ADV,93,11,63,904.39,2.94,PEN,In blandit ultrices enim.
001,626c8c8a-f457-4576-a3e5-8091fc45600f,ullamcorper,7,API,61,9,44,882.49,4.71,SYP,Morbi porttitor lorem id ligula.
001,1db2eaee-36f4-42da-8c53-b888c6d6cd46,scelerisque,5,DY,39,49,28,425.78,17.25,CNY,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
001,b4e7d595-ac1a-4372-8094-3d7e5fd416c8,cras,2,APL,40,21,36,942.21,23.38,BRL,Fusce consequat.
001,0a2487bf-1778-4383-96d3-19b82b5051a8,condimentum,4,%NT,19,53,8,315.46,33.83,TJS,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
001,bb528575-e8b1-4559-b1f6-77b965782a6b,nunc,1,API,19,77,53,321.32,35.57,USD,Nullam porttitor lacus at turpis.
001,f8c01f2d-9be9-4922-889c-285d214d8043,sit,2,%NT,34,51,99,833.14,12.53,PEN,Quisque id justo sit amet sapien dignissim vestibulum.
001,5130c65d-d6c1-420e-a9ab-1032b4276b47,sodales,7,%NT,4,39,51,202.92,14.16,IDR,Morbi vel lectus in quam fringilla rhoncus.
001,d6855e48-f8cd-49c5-8052-bd2d794210fa,proin,4,DY,54,50,76,362.36,39.84,JPY,Fusce posuere felis sed lacus.
001,5b047100-14b0-48b0-8777-eff17b8cf43e,in,2,DY,48,46,74,196.7,4.2,CNY,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
001,19e61a00-9e1c-413f-84e3-b45650ea2c6f,vestibulum,4,DY,19,83,45,792.72,15.38,XOF,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
001,998c3324-b991-4750-bbec-d57d787361c5,habitasse,6,%,99,85,71,303.37,24.76,COP,Duis ac nibh.
001,1d684c79-2b9b-40ac-81da-7b924d1acc15,dapibus,6,API,9,57,19,44.21,13.8,JPY,In hac habitasse platea dictumst.
001,e5d5a890-af14-45ac-9099-0da6e72758f7,sed,5,DY,53,61,71,329.2,15.77,IDR,Donec vitae nisi.
001,cc9c3eaa-cb68-463c-8257-bccd9af8c6cb,potenti,5,%,14,56,26,835.93,5.67,USD,In sagittis dui vel nisl.
001,579dadb7-4b89-4189-9d41-fcaf57062a6d,integer,5,AUS,82,7,68,943.75,25.34,EUR,Vivamus in felis eu sapien cursus vestibulum.
001,207084fb-c362-4e1d-b1bd-288795b8de47,lectus,3,API,74,8,5,551.07,2.8,CNY,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
001,5df942ca-618a-4de6-b53e-bd6dc6297547,mi,5,API,62,3,24,860.69,13.31,XOF,Praesent lectus.
001,500aabda-66f6-442f-bb80-c834be082192,cursus,4,%NT,91,56,91,696.95,36.95,RUB,Maecenas tincidunt lacus at velit.
001,9928aa4d-27b3-488d-9bb8-379967890cb8,primis,3,AUS,4,46,48,967.03,6.93,EUR,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
001,3aded35c-1fe7-4c85-a371-ffe8b5495fc3,cubilia,5,DY,56,7,23,712.32,27.27,IDR,Vivamus vestibulum sagittis sapien.
001,abdb1b2c-73ba-4d45-8f6a-f68c7fc6cee3,turpis,2,DY,9,3,18,303.41,20.06,CNY,In hac habitasse platea dictumst.
001,e088b743-104e-4bba-84da-cacf2b9e7d51,sed,7,AUS,6,86,57,954.85,19.97,PHP,Vivamus vestibulum sagittis sapien.
001,96967118-b3b5-4ef0-9f12-dffba511942a,dolor,1,%NT,44,91,9,827.37,26.19,CNY,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
001,4d1efc4d-0c8f-4845-8db4-60f034d1abd5,rutrum,1,DY,23,12,9,635.32,12.25,PHP,Pellentesque ultrices mattis odio.
001,5e92f052-0d71-40dc-b6ee-355e63ffe7c9,nec,7,ADV,94,29,57,307.86,11.28,BRL,Sed ante.
001,8a3dd145-52a1-4204-bb96-da679d13e963,vulputate,2,API,33,29,72,361.89,31.67,EUR,Morbi non quam nec dui luctus rutrum.
001,164c83c6-f911-4921-a363-d9b244d97cea,ligula,4,API,52,95,66,326.97,37.37,IDR,Maecenas rhoncus aliquam lacus.
001,fddf6e28-00d7-4735-b950-904bd23d561a,massa,4,API,83,59,3,618.3,11.17,PHP,Quisque ut erat.
001,25e2214c-a160-4ec1-a73e-968d0594fb97,felis,4,%,41,86,49,109.27,5.84,IDR,Donec semper sapien a libero.
001,3ca1b804-ea72-4742-9f73-c301fb191b29,eros,4,APL,71,70,17,127.22,23.08,CNY,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
001,6567910b-5011-4afc-89b2-0cacddf93b24,nulla,5,AUS,39,18,89,333.45,36.53,SRD,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
001,a09b53a5-b7c6-4f6c-be63-1407320785fd,nulla,6,AUS,53,74,15,51.25,17.62,EUR,Sed sagittis.
001,759b6e9b-7d2e-49dd-a361-5502b51b0075,ac,4,API,32,1,70,18.8,30.09,RUB,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
001,9f3a55d8-e42f-4310-8715-318e57fbc146,etiam,4,%,26,56,61,563.17,25.17,CNY,Phasellus id sapien in sapien iaculis congue.
001,525856fe-99ce-4411-889d-84764458505f,volutpat,5,ADV,74,13,11,983.16,29.16,UAH,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
001,c9417122-6631-4543-ac84-d42c79844e28,nisl,3,ADV,95,67,3,846.72,35.15,CNY,Integer non velit.
001,4503b204-558e-48e7-96f1-736be239cdb8,blandit,4,APL,74,62,63,765.21,9.26,CNY,Mauris ullamcorper purus sit amet nulla.
001,3d2de7cd-2cc8-4d1f-b6cd-830d69061133,est,3,AUS,5,44,87,392.47,14.62,SEK,Mauris sit amet eros.
001,b97855a5-c2c8-44e6-bc49-f8bbdde2c263,hac,1,DY,97,70,52,713.4,12.14,UGX,Pellentesque viverra pede ac diam.
001,89d84a0a-accf-4ff6-920d-ddbd14e37f8d,quam,3,APL,89,49,94,517.23,32.09,EUR,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
001,5def9084-ded7-43fa-a502-d18a3a62dce3,neque,2,AUS,79,59,86,915.03,24.26,BDT,Integer ac neque.
001,f90680f6-02b4-4d41-9f36-e19d2f247deb,nulla,6,%NT,48,34,25,595.5,31.59,EUR,Aenean sit amet justo.
001,b49901ca-7475-4ed3-82eb-ccc9773e01d6,nunc,1,AUS,74,13,27,496.06,30.85,RUB,Etiam vel augue.
001,0b9ee40d-37ce-407d-9a37-c49e1df2d58f,nisl,1,APL,81,55,11,277.82,24.65,CNY,Cras pellentesque volutpat dui.
001,a4031a81-1076-4050-ac41-5e3868f08a31,mattis,6,APL,22,71,51,981.26,16.6,PLN,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
001,7cf68ced-613d-4277-ac36-9f5192793508,donec,4,APL,30,1,75,734.49,15.7,IDR,Etiam vel augue.
001,c9f3fcbb-53c8-48ee-8c5b-c6fc9088717c,vestibulum,4,API,15,96,25,233.45,1.21,PHP,Nulla suscipit ligula in lacus.
001,b6603659-d370-4e5d-b30b-623c501ff594,accumsan,7,%,48,20,76,946.62,22.97,THB,Fusce consequat.
001,81114d93-2632-40fb-ac4b-fd61be813a5e,at,7,%,11,90,64,449.64,13.14,EUR,In congue.
001,e2c94194-1616-47aa-bc3d-4b55c769d71e,rutrum,6,ADV,48,10,22,976.73,39.52,EUR,Sed vel enim sit amet nunc viverra dapibus.
001,0e6ece7a-7557-450d-97cf-ced68f37dbff,phasellus,4,AUS,39,1,46,834.58,7.51,BYR,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
001,1ff7d49c-8c5e-4098-9b73-a57b3d356533,nibh,5,AUS,17,19,23,91.68,7.31,MXN,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
001,e7f85960-d99e-402b-9b52-a045dc48682a,nulla,2,ADV,75,99,78,969.42,36.87,PLN,Nullam sit amet turpis elementum ligula vehicula consequat.
001,ff7e4ea7-c0e1-4957-bed8-b530f5e4f93b,cursus,1,APL,41,69,47,851.36,2.03,JOD,Nunc nisl.
001,9609d728-f741-40e9-87be-a78b3661e6a7,pede,2,%,72,13,68,601.62,21.61,UAH,Morbi ut odio.
001,ff28d105-a171-4ac4-b77f-2c5929ee3771,velit,4,DY,48,68,38,774.06,13.53,IDR,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
001,beca75ed-8dba-4273-b6ab-475a6654db83,pede,3,DY,96,57,16,422.14,8.68,COP,Vestibulum rutrum rutrum neque.
001,d0847a89-b369-46b2-98d3-5637bb98b1b9,justo,7,%,62,33,28,563.31,19.79,ZWL,Donec dapibus.
001,31337d57-5e7a-43d4-9ff4-87beec451610,massa,5,API,92,58,21,653.35,25.61,CNY,Praesent id massa id nisl venenatis lacinia.
001,65219112-50c5-47d2-a642-51ff8b630fc9,consequat,3,ADV,94,4,53,158.32,26.7,MNT,In sagittis dui vel nisl.
001,df2ee200-11e8-42ce-a019-b1499a0a6415,convallis,5,DY,35,95,93,652.62,12.66,IDR,Duis mattis egestas metus.
001,dae21ab9-b9f9-43ea-93d7-cadf73b3762c,ut,3,%NT,4,41,83,878.37,2.82,EUR,Nulla ut erat id mauris vulputate elementum.
001,fa7dafdf-45cc-4c8d-bb83-43df96f26028,integer,4,%NT,53,28,83,177.5,11.57,PHP,Pellentesque ultrices mattis odio.
001,b226affa-6f15-4c20-8349-e7aa0b9f15d7,lacinia,6,APL,18,53,19,733.5,29.11,EUR,Etiam pretium iaculis justo.
001,40601fd6-80f4-41a8-98dc-0448d973e7a4,maecenas,4,%NT,35,41,3,283.15,18.78,BOB,Pellentesque eget nunc.
001,74656548-d4d7-45a0-9133-b4bc39437f43,in,1,%NT,57,90,73,998.88,36.37,ARS,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
001,90859b56-9581-49fc-8165-6bc96051c8ce,at,2,API,97,94,57,781.36,17.63,IDR,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
001,53afc24e-7d11-4272-92e7-2d379557bcc6,augue,7,AUS,69,12,74,917.34,5.14,EUR,Duis bibendum.
001,09b4ed2e-5181-4521-bba8-45513a26c536,luctus,1,APL,26,35,32,773.15,7.78,IDR,Sed ante.
001,2a68175d-335f-4e6d-95cb-3b3fd34b5968,pellentesque,4,APL,84,64,75,895.34,30.46,CNY,Praesent lectus.
001,64840352-c9f6-4e4a-ab87-b6d669de05ad,vel,4,DY,94,43,4,913.55,1.67,COP,Praesent blandit.
001,04b38bc8-d380-4dec-a996-c67488c3cdf4,et,6,ADV,75,15,27,654.26,1.54,XAF,Nunc purus.
001,04c8ff24-018d-4a75-afa7-ea8398f9f4a3,semper,6,AUS,30,46,30,78.57,37.87,JPY,In hac habitasse platea dictumst.
001,874e074e-e73c-4190-bf71-a36af6a994d4,justo,7,%,38,34,28,82.87,5.71,CNY,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
001,c4608f6c-3025-4e4c-8c80-1b3b5918152b,justo,4,DY,83,43,60,575.53,14.9,CNY,Quisque id justo sit amet sapien dignissim vestibulum.
001,b39b39e6-656c-49cd-9b8f-a287726d1a1e,tincidunt,2,ADV,89,66,91,737.11,16.13,EUR,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
001,411bc869-4fee-4a23-a98c-a3d2cd061ecf,ut,1,DY,10,17,71,177.45,8.52,RUB,Suspendisse ornare consequat lectus.
001,c90815d9-47dc-4d6d-b2f3-f3b3577b3016,lorem,4,ADV,99,55,28,854.32,36.77,COP,Proin eu mi.
001,7dc3c2a9-ae83-4c5c-b04e-5fcf554af04d,mauris,3,ADV,54,33,95,861.38,22.21,SEK,Pellentesque eget nunc.
001,10a340cc-ec28-4c39-93e3-dadb9a3c67ab,potenti,2,%NT,45,46,96,714.08,10.49,CNY,Nulla facilisi.
001,e30449c3-35d8-42f6-b5fe-c374c64949bc,ultrices,4,AUS,60,18,13,197.28,32.23,IDR,Praesent id massa id nisl venenatis lacinia.
001,315d76b2-8f96-49eb-9464-f8790d75330f,bibendum,7,DY,65,78,9,516.61,21.79,CNY,Ut tellus.
001,6876c53b-d8c3-4a06-aeee-4e458be01636,in,2,API,39,80,23,368.58,36.58,CAD,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
001,973db8ab-2201-47c9-8981-e7a3d6638ec6,dictumst,5,DY,27,66,90,714.02,8.65,AFN,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
001,d8991377-f53c-49b1-9e29-f2ff62d646cc,dolor,3,APL,82,56,35,844.6,23.54,IDR,Aliquam non mauris.
001,1132bb59-a48e-4c69-96dd-7925d73177d0,quis,1,%NT,7,68,9,620.43,33.05,IDR,Curabitur at ipsum ac tellus semper interdum.
001,1a0b3326-5087-49eb-b90a-382c0481c026,lectus,5,%,34,81,58,406.99,4.59,BAM,Phasellus id sapien in sapien iaculis congue.
001,f1952f1f-1854-4751-bc13-a49a02da9d9b,adipiscing,2,%NT,24,80,4,941.11,24.7,TJS,Nunc rhoncus dui vel sem.
001,eee119ee-96be-4858-9c8b-e334c2fbe689,aenean,1,API,31,96,59,189.35,38.59,CZK,Praesent blandit.
001,4b368853-e821-4c32-bf40-af8320affe61,ut,2,%,44,62,88,723.86,11.54,CNY,Integer ac leo.
001,ef56ea5a-9b0c-4bd0-ac50-1dadba4692eb,metus,3,API,98,38,23,743.82,28.66,CNY,Aenean lectus.
001,58528738-e99f-4a83-9cad-17d1fa0ab8a1,sed,4,ADV,48,35,88,822.32,23.33,CNY,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
001,9ce52906-b34f-44e2-9d0f-11261d33491e,ligula,3,%NT,75,93,27,289.74,18.54,ZAR,Aenean fermentum.
001,7bb0eb60-73f8-47fa-b43a-dbfa1ef29e1a,varius,6,ADV,57,27,53,753.99,38.85,KZT,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
001,5d93d098-c91f-4d74-9682-bcce57d32ce1,vestibulum,7,APL,79,45,60,190.44,8.77,THB,Nullam varius.
001,9562114a-daa3-4905-bbb5-1ba29c44770b,eu,5,%,36,4,22,697.26,18.67,SDG,Fusce posuere felis sed lacus.
001,d4af4fe5-7ce0-400a-9aca-958e3a388ab4,luctus,4,API,27,8,89,42.56,30.28,AFN,Integer non velit.
001,f2b0294b-d098-43f6-ac4f-e936ac85f0cb,bibendum,5,AUS,58,68,14,931.4,19.34,BRL,Aenean auctor gravida sem.
001,dd75dec5-1b21-42bb-92f2-2bdc52082d62,diam,6,AUS,21,71,38,891.0,11.56,IDR,In sagittis dui vel nisl.
001,a81e1a6d-77ae-45dc-a17a-aa671c892e6d,vel,7,%NT,46,53,33,967.93,25.99,EUR,Mauris sit amet eros.
001,6f518cd0-5ba0-43e8-854e-0071efbd5739,massa,1,AUS,19,78,72,400.08,9.15,CNY,Pellentesque at nulla.
001,279c7c3e-7f83-4dac-94e1-2571a03106fe,convallis,5,ADV,79,48,9,162.6,32.3,EUR,Cras in purus eu magna vulputate luctus.
001,3d347eef-9388-43ea-9b2f-4a44149a7527,volutpat,4,APL,89,61,65,234.61,13.63,BRL,Vestibulum ac est lacinia nisi venenatis tristique.
001,2a87de6c-e43d-432f-b55a-867c32590ff8,consectetuer,5,API,22,49,51,92.04,9.55,USD,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
001,c8b4da02-f118-4c29-8531-6c1857ca9be9,mauris,5,APL,63,55,2,917.38,38.71,NGN,Donec semper sapien a libero.
001,b6d39f15-c8b4-446f-aef1-c7f010fcdb2a,ipsum,3,API,83,30,45,130.8,16.38,CNY,Mauris sit amet eros.
001,c70130c1-127b-4525-b2ec-dd060fe548b8,sit,4,API,58,59,33,46.72,26.94,MMK,Proin eu mi.
001,1de2adc2-53a5-4cba-9194-57e57f7b2b44,eget,2,DY,72,27,76,365.18,36.97,CAD,Aenean sit amet justo.
001,be132927-a881-4a95-89fc-668a75c57c0f,sit,4,AUS,68,83,26,267.59,23.91,EUR,Aliquam non mauris.
001,f4696fb6-6a11-4163-8a23-8807fb8d6107,nullam,5,%NT,41,43,77,758.27,25.08,SEK,Donec posuere metus vitae ipsum.
001,e19bfd2d-3b3c-497c-b303-c69684f82e67,pede,6,ADV,11,3,15,208.37,13.75,CNY,Vivamus in felis eu sapien cursus vestibulum.
001,0fcd2b89-c690-47c8-a466-6888d1ea4c36,nam,3,APL,93,98,86,138.05,29.01,EUR,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
001,af44e35d-03be-4683-86e8-0369a694f8ea,dolor,7,APL,86,77,38,707.39,22.87,AFN,Mauris ullamcorper purus sit amet nulla.
001,4bea3bcd-35a5-45d2-ad86-8290df7bab7f,morbi,4,%,35,9,16,696.06,22.22,ARS,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
001,30d69c10-16bf-4658-a9b3-af7c9391898b,nascetur,6,API,67,95,19,747.63,15.8,CNY,Praesent blandit lacinia erat.
001,ef892400-c6f3-4db8-b36f-29f015639641,suspendisse,4,DY,16,84,95,185.15,2.16,EUR,Nam nulla.
001,0ff90706-cb17-4a79-a89c-96c1a224ec3f,libero,7,ADV,86,10,37,830.94,11.08,USD,Proin risus.
001,b20bb426-034a-455b-a988-333552af6e41,dis,7,AUS,68,36,62,926.25,33.82,EUR,Aliquam non mauris.
001,076051b3-79cf-4989-82e0-9782d31d667f,condimentum,1,APL,97,73,49,107.71,28.86,EUR,In hac habitasse platea dictumst.
001,761ba079-eced-43f5-8c8b-d5725996c5b9,venenatis,1,AUS,82,26,61,744.72,8.7,BRL,Morbi non quam nec dui luctus rutrum.
001,2a4ec2d4-9b2e-4b21-a9ca-64acc9c5ac5a,integer,3,API,21,8,57,637.65,33.1,NOK,Donec ut dolor.
001,6335ecb2-4132-49a6-8aa4-3f0b8d816fab,vulputate,4,APL,37,14,83,98.42,3.14,XOF,Proin eu mi.
001,0872beb7-637b-47f3-8172-5eddce73e882,enim,5,%,73,10,17,442.58,30.38,CNY,Vestibulum rutrum rutrum neque.
001,215b52c8-8682-4e28-a3d7-086491ff9eb9,lacinia,6,APL,54,24,70,141.85,35.92,IDR,Duis ac nibh.
001,bbeada3a-9393-4ef3-bb3d-390c2b4f2d10,vel,6,%NT,55,82,4,423.34,32.6,EUR,Etiam justo.
001,152c76e4-41f8-4ca6-8ed9-0cdaa8c2d16e,est,5,APL,40,58,43,107.31,31.65,IDR,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
001,234913da-7956-4f2f-ae6d-f4bd576ea573,congue,4,API,26,51,41,714.17,22.45,EUR,Vestibulum rutrum rutrum neque.
001,b6a44d3b-3d68-457a-b687-9e169307cf37,accumsan,1,API,4,9,54,75.66,27.0,IDR,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
001,e55ded1d-466f-458d-ac4e-d7a7f321f128,duis,2,DY,30,43,28,769.34,25.2,USD,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
001,2b4cb6e8-1edf-40b7-9671-93e94966a194,mauris,6,ADV,35,54,88,750.88,36.94,IDR,Integer non velit.
001,d92753c6-1293-4529-97d7-dd15cabafb84,ac,5,DY,91,45,24,420.76,26.24,LYD,Vivamus vel nulla eget eros elementum pellentesque.
001,a1659991-f7c8-42d4-8a90-6b43460da952,leo,1,AUS,60,9,24,254.69,10.04,GBP,Aenean auctor gravida sem.
001,84c66b90-e799-4598-9206-f88eefd7afd7,suspendisse,6,ADV,10,42,97,281.36,37.81,UAH,Integer non velit.
001,33552fcb-b5b7-42b7-8469-01e9aa45ab11,dui,6,DY,81,80,4,598.69,33.0,IDR,Nulla facilisi.
001,e3dc2bf4-6fe5-4908-b5ef-44bab8ae0621,habitasse,4,AUS,25,76,45,306.15,22.82,CNY,Nullam sit amet turpis elementum ligula vehicula consequat.
001,2a6bde2e-c06e-427a-860e-fc2ede64b9e1,ridiculus,7,DY,9,6,52,996.61,23.01,AZN,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
001,7251dd7d-10e2-41ec-aa64-89156d533b3b,pretium,6,ADV,13,34,2,565.07,15.88,EUR,Pellentesque viverra pede ac diam.
001,556b7ae4-c9a4-4404-ac72-91c25576921d,elit,1,ADV,7,6,74,812.91,14.39,CNY,Nunc rhoncus dui vel sem.
001,2c971bea-de8e-44b8-91c8-44542332d325,etiam,4,APL,45,49,39,137.79,6.4,PHP,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
001,80a1c553-d9e2-4fbb-a2f3-df1b76b57a27,gravida,5,AUS,65,79,45,250.97,21.11,CNY,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
001,3f818678-ca06-4ef3-94a6-edbd28c623d0,ligula,2,DY,39,40,4,212.53,12.94,ARS,Aliquam quis turpis eget elit sodales scelerisque.
001,0e352e10-7061-43c7-a49c-bdd4affa9c08,morbi,7,%NT,98,97,15,279.98,30.93,CNY,Curabitur gravida nisi at nibh.
001,ea45e554-e21a-4953-aa25-ecbda0fe8719,in,4,DY,63,43,41,470.33,27.59,PKR,Sed sagittis.
001,c5e98a3d-057a-4cac-8cae-039617929769,in,2,%NT,51,59,14,467.45,8.64,IDR,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
001,2d62cb58-89dd-4f4e-a268-0465f1c817e4,sapien,1,AUS,18,63,15,739.65,21.15,KRW,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
001,96462e8b-88b3-4413-bd2a-066c3f0a6f53,fringilla,6,DY,29,45,83,142.02,13.99,USD,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
001,aa9d209d-ea91-44d5-b859-30348d9bc3b6,pede,1,DY,14,42,31,849.96,37.8,BAM,In quis justo.
001,548fb1bc-99eb-436e-a909-10cfb5790927,ullamcorper,7,APL,26,65,9,951.25,33.49,GEL,Pellentesque eget nunc.
001,a1457fe3-c3d9-4a90-9a63-a09a2b5353e1,vel,4,%NT,63,82,11,801.61,7.88,XAF,Nulla suscipit ligula in lacus.
001,91d7a744-cab5-4877-8b2d-bb418ca03c83,morbi,2,APL,96,13,43,499.59,34.69,IDR,Etiam faucibus cursus urna.
001,b22de2a4-1435-45ec-b0c8-f7d25976d833,in,2,ADV,31,85,57,699.7,10.45,NGN,Integer non velit.
001,574a0cde-4aef-40e4-ab64-bbd8e064984f,pede,6,DY,93,86,27,159.71,3.13,CNY,In blandit ultrices enim.
001,6a566477-0101-4162-a225-bfe855ed8c4f,magna,5,API,53,87,86,80.15,31.54,CNY,Nulla mollis molestie lorem.
001,e620d1c6-024f-4402-be1e-e62c02bd5d98,eget,5,%NT,54,97,77,26.84,21.14,CNY,Integer non velit.
001,a6b7ae0f-728f-4dff-a181-94fdbeea0ba8,eget,3,APL,67,30,20,402.59,21.2,PHP,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
001,5788ac66-a52b-4103-90f6-848ddd4d3a3f,hac,6,API,71,42,29,77.47,20.32,CLP,Curabitur gravida nisi at nibh.
001,0eaee3ec-aae5-4292-89fb-a64d9b0e77ee,lobortis,3,%NT,36,55,77,940.86,7.0,CNY,Duis at velit eu est congue elementum.
001,62e8bc34-e698-4f42-ab8a-ff05b66f6ac8,dui,1,%,76,45,52,211.42,1.35,EGP,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
001,ddba36c9-57fb-456c-8c3e-f5a09776aaac,vestibulum,3,APL,36,61,28,796.08,4.3,XOF,In blandit ultrices enim.
001,9928deb8-b850-4604-85e2-6cb4d2381102,sapien,7,DY,45,43,98,454.78,22.46,CNY,Nulla justo.
001,a73fdbb5-819c-4685-99e7-0e4e2322038f,interdum,7,API,78,48,21,935.16,21.65,CNY,Vivamus tortor.
001,d9b54cfa-4e86-4345-8d19-6646ac9546d2,erat,3,DY,48,1,67,769.96,27.7,GTQ,Nullam sit amet turpis elementum ligula vehicula consequat.
001,add92902-19f9-46ec-8bdb-0ba92698ce79,nunc,7,%,25,44,67,67.52,19.9,RUB,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
001,2af0cc0f-912c-4468-ab42-671d337fa05e,diam,4,DY,51,69,26,841.56,32.35,PLN,Curabitur at ipsum ac tellus semper interdum.
001,07bf0bba-4bb3-4484-8c34-d7d39f28adb7,posuere,4,%,57,75,40,948.94,24.87,VEF,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
001,a22b3aa1-3126-453f-85bc-917b7b338833,venenatis,5,APL,16,60,69,617.89,27.12,BYR,Fusce posuere felis sed lacus.
001,da7d84e1-ff05-4694-9c8f-9d3ec3170034,morbi,3,%NT,48,86,5,384.29,32.82,EUR,Cras pellentesque volutpat dui.
001,63f23ddc-1683-4d8c-bfb0-4c67dae77ff7,platea,4,%NT,73,59,54,809.53,22.14,XOF,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
001,7dbfa992-befa-4ce1-aa43-392f5f5e153a,amet,4,AUS,100,37,94,45.82,19.29,HRK,Phasellus in felis.
001,84e96578-a76b-410d-b5dc-c1ec006726c7,mattis,6,%,14,97,18,703.33,22.95,USD,Nulla ac enim.
001,32ca5208-698d-4d7a-9db9-003ef21b6347,nibh,1,%NT,8,16,62,482.68,15.26,CNY,Nunc rhoncus dui vel sem.
001,937053d6-6866-430b-9d5a-1144caf94eba,quis,5,DY,95,15,51,289.81,17.52,RSD,Integer non velit.
001,fe2bee42-2738-4cae-bb07-2a207d76ba65,ipsum,1,API,63,25,24,804.43,28.61,CNY,Praesent lectus.
001,66c43844-aa2f-4a0d-8edc-201bd2c19a44,malesuada,1,API,79,24,31,273.49,27.11,CNY,Quisque porta volutpat erat.
