mandt,id,prodUUID,description,toCountry_code,status
001,7b4a5718-765f-4399-b3a2-8b235d1ae149,cd16d14e-5c3f-4b66-9276-e8609bf413c3,Phasellus in felis.,FI,ABTL
001,085ae1b4-50c7-4977-b447-d34ade347123,bf679f7e-ed1d-4e9a-a420-3cbdd5ee779e,Duis mattis egestas metus.,SE,SLGN
001,32a8f91d-8af1-40db-992f-adf4a365da2c,76823ba8-0063-446e-b6f6-3f080749d2ab,Maecenas rhoncus aliquam lacus.,MN,HLF
001,73970197-48e7-4750-a8d7-51c0f7a7c0c1,4f353a85-a239-4c7a-a72f-4a6ee2ed18ea,In hac habitasse platea dictumst.,GT,NHI
001,1a7307dc-7132-4ca8-ab16-078c393ad55a,74f4f2aa-d4ff-448a-bd00-faee4524a7aa,Vivamus tortor.,CN,MVT
001,9ad50499-4d48-4df2-8f89-05a7e48318b2,ad6a131e-3502-4c23-bbd3-32abb03cf0c9,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",CN,VEACU
001,5f8cb653-fc8f-44a0-82ef-7ea9543a9c09,f430ce86-06d8-4054-b8c0-6d8b81350808,Aenean fermentum.,MA,RMGN
001,b3e26969-2158-4ee3-8c5b-4b74ce518917,69b2746a-157b-4a0e-98a0-693c7fcd0f93,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",JP,ENSG
001,7f28e2af-3a66-4c18-8fb2-cc2e53ee481e,488c202a-0f19-4921-978c-27e293b1f4b1,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",SE,BPOPN
001,743c636f-414d-4197-bbdf-696375af31a2,659ae442-bb60-416b-9e48-22b13ab6db57,Integer ac neque.,IQ,SAN^A
001,ba7e77d0-60d4-444d-8151-95486d4ea82d,89f49242-216f-4d63-928f-cf4549c297d9,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",PH,EAE
001,6df0f6bd-45d0-45e7-ba72-6991725ee625,860d79e8-38d9-4edf-b3b2-c9d294914979,Vestibulum rutrum rutrum neque.,FR,WRD
001,6ac2502f-4662-40ee-9aeb-a205b4723fcb,fa4df250-6c78-4e7c-9793-a05dd6d1b6e1,Suspendisse potenti.,ID,ORPN
001,e84f0854-264a-4292-8cbd-f0f639928987,1322a28b-f3b6-4fb4-85ca-1fa2480ede9e,In sagittis dui vel nisl.,BR,AMD
001,d1fa9b91-59d3-4296-a90f-b52a9d24281e,542a25f6-626d-45c6-b2bb-0278afca947f,Pellentesque at nulla.,PH,CPE^A
001,301d2b85-5414-4d7f-8b97-d35bb4f51453,fd08009a-4247-42c8-bdb2-099578136cc4,Nunc purus.,GR,TDJ
001,b280f2f5-0c2f-4f87-bc2c-34ab04b3dc68,64b7b276-1aa0-4175-8ecf-28728d9cbb5c,Morbi ut odio.,CN,NCR
001,fb96c1d2-5aa6-4a26-94b5-a7fbe8ed399b,c4c80b07-366b-4ff0-8b06-fe55f9d4b454,Nunc nisl.,CO,TOUR
001,cb2fa94e-1503-43ec-8c77-6b7d00c04e4b,981da1d7-938e-48c7-96d0-4c4d8c4b73ce,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",CN,MSLI
001,a105e88f-9051-465d-8ff5-c67f330f3976,f34a6058-6e8a-4c7b-82cc-8fc94d432649,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",CA,MFC
001,87c932ca-60b2-4334-b048-cd22a803b8b4,dd05c762-b70a-4e95-a157-a61518566a3a,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",IR,ONVI
001,0b23a01e-02c6-4fda-8d08-10d27dfbe183,a5446c7a-51b4-440d-af25-e9e0715e73b7,Etiam vel augue.,US,CBU
001,805752f2-e809-4bbb-8d71-220b14876a98,12f4cb7d-912a-4574-b2b0-e2dd48e4c37a,Nullam varius.,MX,SIFI
001,5465955c-0bd9-42a1-b670-ff2fbc927976,c81cdb2d-342b-4cdc-93e9-c9b4c7acbe1b,Maecenas ut massa quis augue luctus tincidunt.,ML,BF.B
001,24b1a199-e931-4b9b-884b-c461212d349f,8a0405df-59a5-4a98-bf8d-f506401a10f2,Etiam pretium iaculis justo.,CN,CSV
001,22635854-471d-450c-abeb-f47915cf05fc,fc67a27c-5c29-4972-bfd3-f286125c34b9,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",UA,NWBI
001,3de0abe1-7d37-4660-a287-fbf69e3381c9,39ca799c-57ea-4171-921d-bec4bfc07a7c,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",BR,CAR
001,4f903e35-e09a-4df2-a187-f853354ac121,f250a486-ec06-45e6-b4ae-b2a7ebfd9662,Praesent id massa id nisl venenatis lacinia.,AF,SAJA
001,b535d462-d408-4f88-b6a7-d8e71a00ce87,734e0d98-a377-44c3-8973-6afe0a01ef7e,Fusce posuere felis sed lacus.,CN,BAC^D
001,2994c4d0-60dc-4594-875a-e0f4be86a020,d0d428f6-5c97-49c8-91b4-165b2cc3b8e0,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",CN,BLX
001,665d8057-3246-46fb-8763-2946ce1baf4a,dbb5bfb0-5ba0-4b1d-9f4f-d1eb7545fbfd,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",CN,FLT
001,d37da76e-cb8e-45d5-a75c-f238f51bf287,c8668f20-4dea-4146-a874-8eeccaf15b4e,Nulla tempus.,PE,BSTG
001,895cfbfd-2463-406a-91af-0f67090f38b2,b65c4cd2-ce06-44b2-afaa-24656f2d9ed4,Nam dui.,CA,ZYME
001,874b987e-1ad8-4666-9b6b-f2b70871bbb0,093a5573-61ec-4bf1-a685-14e189e2f42d,Fusce posuere felis sed lacus.,PH,WEYS
001,6a98dd6e-e0b0-4760-81e3-1c16c5b417af,d1486fb8-7abb-4ab4-a0df-568e4f6aa198,Mauris sit amet eros.,CN,PRE^G
001,7ef9b75a-a758-4c79-a3f1-633ba142f2b6,d3d8c3e0-68cd-42bd-821e-982a67c9d753,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",TV,BKEP
001,532388c4-b538-4096-815b-616d389606b4,c0b3599c-a702-4990-8a1f-621ed580f781,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",UA,SNV^C
001,ad443342-f6b5-4c3f-aca6-d10d7cb4648f,6c663631-2aff-45a3-b8ae-351125269182,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",EG,CIG.C
001,7369a8ae-0b40-4fc5-b582-4be409866c81,a3294aa1-d0f2-4322-8b60-b7c1b99b766b,Duis at velit eu est congue elementum.,CN,STON
001,bc6fddf5-a3fb-45da-bb17-bbbf408ef72b,c20d09a1-f2b5-4b7d-a594-43eef71773c4,Donec semper sapien a libero.,PH,SHIPW
001,0b3539da-3e06-44f5-8742-3f736909cb8d,b6d20164-4fae-43e0-ae8c-f34c10133d98,In hac habitasse platea dictumst.,GR,BNSO
001,3783666f-ecff-4c51-8e12-0a8a6a837781,8e727458-01ae-4b84-a2c4-5bd90c725a5b,Aliquam non mauris.,CR,ALLY^A
001,7dcc4311-5e5d-498a-9bbf-2dae2c245e11,922f7f25-f738-40b3-a314-48377fc8eefe,In blandit ultrices enim.,IE,IVR^B
001,3362e90e-ae2c-4708-9bae-58ab85812cfe,4f354d7b-322e-41cb-b1c8-7084aefc5020,Integer ac neque.,ID,STAF
001,cb5346b6-cf55-437b-ac57-4dbb2a7ebd22,d86fe931-1cb3-4061-9123-36a56e7891f5,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",ID,FALC
001,bc971a77-70fb-4b3f-b48b-0936fad9390b,3e877cde-b70b-464a-95e1-fcfa56813610,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",ID,MET
001,adab759e-3f98-45e1-b98d-989bcac7ea1a,1b0f6ae6-e81b-44f4-81fb-04fa0b4c25c2,Curabitur gravida nisi at nibh.,PL,MGR
001,867ce893-26af-4570-a793-9b71a07f284b,7b27865a-a05c-4751-9db4-b7fa6d157a89,Sed vel enim sit amet nunc viverra dapibus.,ID,PICO
001,55ed07a5-5f42-4e1d-916a-23f8addbdf7a,78a6ddd6-a45b-40af-924f-01c373b3baa2,Curabitur in libero ut massa volutpat convallis.,ID,FTRPR
001,8a4c4748-5c20-42fe-b456-374ea9c03b5d,38753dc8-2fbf-4b4f-9f9e-250c84ddf048,Etiam faucibus cursus urna.,PK,LTRX
001,861111e6-4230-4e21-bd65-d10d76f6bdd2,229129cf-54f3-4e0c-b7c7-7f30d1c52115,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",CN,AWR
001,d72235af-96ca-44eb-a23d-02715bd03f3b,df4baab1-8eed-4ed2-8dc5-efaa5f949147,Ut tellus.,ID,ADRA
001,3d4632ec-962b-4008-bd38-56dc269f6a53,4c47d1a8-ebac-4eaf-bae0-bf916ce162bc,Nulla suscipit ligula in lacus.,CZ,DAN
001,7b39eeea-beb4-4452-bcc3-1c08baa39d22,39b31a45-49c7-4573-b34b-3c3df76a2541,Morbi a ipsum.,PH,SMBC
001,2976b9b9-0300-411c-98f7-96db160299fe,4b07d379-b90d-4bb6-93d2-ae3b7c525d39,Maecenas ut massa quis augue luctus tincidunt.,PL,CATO
001,4971c2c8-de6a-4dba-acf1-7f1df18f6fba,f7e821a6-6820-427a-91c6-f0d07fe24c8f,Nulla nisl.,CU,EQBK
001,570b938b-9c94-441b-9aee-ea1e9fda5736,3656f056-9777-4c49-a373-dbaf768af486,Quisque id justo sit amet sapien dignissim vestibulum.,TH,BSBR
001,d0480b6d-a753-449a-b11c-0cadfc9b411b,945c4df8-e76a-4192-a873-afbb9d7d6764,Etiam justo.,CR,TSCO
001,b66eee40-68fd-4189-9eb2-89ca238a359e,b058a815-8771-4835-9ff4-cdbf87f13ebd,Maecenas rhoncus aliquam lacus.,CN,BOH
001,406e6ae6-5f30-4ce5-904b-50c5d911d07d,fb9a7cd5-7600-4dd9-98c5-fa4abbc053fd,Suspendisse potenti.,ID,CMTL
001,d7205383-15e2-4596-a3cf-3c972d9d4396,ab0786f5-cca5-44d0-a8e2-f934f74eb31c,Aliquam erat volutpat.,ID,NCMI
001,cc6f7ffd-ef47-43a8-8c75-08a4fce1c840,180b0cdc-f3e9-4e51-bc04-e6a33c1aa527,Ut at dolor quis odio consequat varius.,ID,HMN
001,a5b55d70-fa5c-4530-9194-cb5d711f7ebd,2a0c776e-cdb3-4ad8-ab20-34c0799eb3b4,Maecenas ut massa quis augue luctus tincidunt.,CN,LONE
001,cff058fc-7df8-41d2-987c-9a6767799702,b0be3a41-5ab7-4f3a-95f1-e5831e133f80,Vestibulum rutrum rutrum neque.,BR,CNCO
001,51811906-f7fe-430c-936d-e701ad5ddc31,eb2dc285-dc1c-49ad-9893-55fa28ef717c,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,RS,IXUS
001,4cbcb0eb-3c16-4653-a5fc-01f96defa875,072ac40b-d2f1-4d60-9f1c-904da4b4321b,Donec quis orci eget orci vehicula condimentum.,PH,BIO
001,b5a1943c-d985-432c-83c1-2f4c87d4ed05,28647be1-fc4f-4983-9b54-95f218a78cfb,Nulla tempus.,CN,BMTC
001,974977e1-1bdd-4aaf-b194-e17a04aa5d0f,0351f85f-b137-4fb9-9f38-61ddf3d73ddd,Suspendisse accumsan tortor quis turpis.,US,XOM
001,e92b7ac4-9daa-4ce3-bc37-0d0f89325773,67138b8e-b41a-4f9a-a425-aeeca80f3d21,Vestibulum sed magna at nunc commodo placerat.,CN,ENZY
001,c056340a-ae09-4ee9-b9cd-abbc64620405,9df329c2-4385-4867-a8c0-fabc7d961bbe,Proin interdum mauris non ligula pellentesque ultrices.,UA,MPLX
001,f7c12e67-b12d-4a58-8f00-8032a2424a69,0d7f9a13-5912-4a06-b91c-147144946f40,Duis mattis egestas metus.,ID,CHFC
001,25000955-d9ec-41b9-a4dc-f939a8022163,b323aa4b-1b6f-4011-81ae-89e4a351554f,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,CZ,WSM
001,6e735e86-7e80-4def-a4c3-8fd2850ac42a,9933ec8d-6104-4685-972d-7a7d21fae0f2,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",JP,FIVN
001,b82b5e77-ca4e-44da-a096-9e82eeb126c4,ae422485-0f74-4604-930b-9681497d8534,Nulla nisl.,PK,HOS
001,474ac10f-0675-45f8-9f67-a75f6ef97783,94688958-587b-4f17-a3eb-4c5462909599,Nulla mollis molestie lorem.,TZ,PSB
001,29531979-1f02-400d-8e48-6b66ed39ef5b,18afde77-296b-44a2-a23a-48f7d820e37b,Praesent id massa id nisl venenatis lacinia.,RS,CBMX
001,59f741bb-590f-435c-a0c1-10234d37a6e5,b1ff8404-7a59-4186-9de8-866d9b2e7933,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",NG,MFCB
001,7214e714-4cb8-4228-afb2-e8bd38a601ea,bddfde31-35e1-4180-a3bb-3aa6501ac546,Aenean lectus.,CA,CLDT
001,d4cf28e9-a599-4639-9ea3-559e7dcf527a,e69aeb72-5952-44bc-9e22-6a845fa03dce,In eleifend quam a odio.,JP,DHXM
001,5a493770-311b-4603-8640-97f8654f4a0b,9b37726c-d934-4d67-b758-7bcfb356d4da,In hac habitasse platea dictumst.,ID,KIO
001,6ac400e1-72c4-40f3-9ce1-5d6ab5217fca,df79ae52-258c-4563-92de-d2c5a0542384,Ut at dolor quis odio consequat varius.,FR,HHC
001,f4a38dc8-f712-4d1e-954c-89661b14e04a,f0904f6f-0f47-454e-a7ac-6b57f6642415,Proin at turpis a pede posuere nonummy.,ID,OVLY
001,6261cf53-7be6-49c7-818c-eb60920415d4,95039364-17d5-4294-aebd-2f0768de4e6e,Aliquam erat volutpat.,ID,KBH
001,cdf6fb21-c1c9-4142-8712-ef117bfc58b6,957c67e7-da30-4978-8087-9173626cf312,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",HR,FCEF
001,fff6760b-f6ac-425f-9812-fd7c984589b4,8bc224fe-eb70-4154-af3c-03d85fcbfd0c,Maecenas rhoncus aliquam lacus.,US,WSBF
001,9d9d05f0-8b44-4661-abe3-6710e6f8bb0b,92d5a454-ceed-4dd6-9a02-251684b2d45b,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",ID,SYNL
001,6fd3224d-0bac-4000-b32d-16504a2d142e,785098f4-f0a4-4d35-8c9b-180fd0186cba,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",MX,GAB
001,c15c60ee-ed58-498b-85b4-864c8ea5b26c,83afb6ee-89bf-4cd2-a2e7-d201161a9e87,Quisque ut erat.,ID,CVG
001,7a3f9ecc-ad4b-4ccd-8a40-00f533a802bc,ce71f4f2-fe2a-489c-8eee-a2d709f70234,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",FR,ROBO
001,e9e47b98-a5d9-4dd9-996c-630b813ecfb1,b1e08bfa-90eb-46f9-98de-6b19ee513790,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",ID,OCIP
001,4b4b7c25-32ca-4601-9030-446031963259,9a30aa7d-8c12-4f5b-ae29-e19cda40caf8,Nullam sit amet turpis elementum ligula vehicula consequat.,JO,AGO
001,d1ffa328-2e4c-40b6-b62b-cd99d79dbc77,fc2f5a53-b2b5-4d9c-8dbb-8c52de35e5ac,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",MY,BGFV
001,f8780747-c001-4078-8172-65f7d36be7ad,d779c039-280e-4998-836d-0400fe50da18,Duis consequat dui nec nisi volutpat eleifend.,ID,HSY
001,94c20582-d862-4071-8ea0-3f0445f34d65,6c7c71ad-af5c-46d1-993d-be58020dd5b5,Mauris sit amet eros.,CN,PSA^V
001,38a2b059-ef91-43d0-9dcc-27f981e5e625,a54c57c7-15ec-45a6-a8be-20aab6f663a1,Pellentesque viverra pede ac diam.,GR,CFBK
001,ec09d6a2-77a0-469c-98cd-5260a4a284fb,6a2e9146-8800-4260-9daf-f1d0ecf45f60,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,RU,ESSA
001,142710c5-defe-4759-b069-554cfc2b00c0,957fdf2d-be24-4b33-a6e6-ac652fc8764f,Nulla justo.,AD,PRE^H
001,6bdfe76e-0127-4fb6-91b5-23496da5290a,9b80c3f4-0f16-4a0c-a060-c57eb31cae08,Morbi ut odio.,AR,ONCE
001,06dfc12e-abe7-4882-a50a-cf223d1d31b3,80910cf8-0503-45b8-b175-69011f43a358,Duis mattis egestas metus.,ID,OC
001,4571f2be-6f22-4fe7-8d6f-f356822fb345,9f6ce9fc-733f-415c-8442-54cabc7b1e0c,Morbi vel lectus in quam fringilla rhoncus.,CN,PACW
001,99f8771c-2a04-456d-a1fa-40de0da147b6,c67c294a-130a-4001-9a1e-a46756526bc3,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",CZ,PVAC
001,90daf211-0306-4b99-859d-46ed014a964b,11ca5150-051b-4f7e-b310-90d3729cdf20,Aliquam sit amet diam in magna bibendum imperdiet.,CN,DFVL
001,d3ce289c-4aae-44d7-8d47-4d4ab8882e68,43040f9f-b818-49c1-83c8-fc678aa629b5,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",UA,ACC
001,1be4e58e-8be2-4680-a557-aca55a06a002,6de6948b-0fb7-4e8a-b607-ab3383deec6d,Duis mattis egestas metus.,CA,AZZ
001,cc29fd8d-ae35-4537-9ac1-a53e527b0806,e2941a87-3034-4c97-956e-c6f28e36faa4,Aenean fermentum.,SZ,BWA
001,ea2f91c4-66b3-4605-b2c0-472657152037,c005575a-b896-495a-bb5f-1cf02ed3ab0c,Quisque porta volutpat erat.,BR,WVVI
001,e7a04eed-2bff-425c-9a07-b2b9e98d3a9d,10619a04-afd7-4ea0-959e-103f49dd74fa,Duis consequat dui nec nisi volutpat eleifend.,PL,PI
001,42d05db2-0343-4ea9-bdd3-428f355e0cc4,df6abd75-8360-4dbf-9d02-96a18c6e3e5c,Sed ante.,PH,TIF
001,bbad0f26-d240-42e5-9e4e-c5f1b27b949a,ec5a630d-2b41-4adc-b277-ea86421ab7fd,Morbi porttitor lorem id ligula.,SY,GLYC
001,e4f611ba-165a-4f69-905c-e3404ff26fc5,f44b752c-6cb2-458c-8e36-b215e6675430,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",ID,ABMD
001,4e357d07-88f6-433e-966c-00db48c223a8,647cdc27-1808-4f58-88ee-92954cc2d8b3,Integer non velit.,ZW,INVA
001,ae36bebb-8e5f-4273-a2ee-9868760102b7,c5dabd1b-0ee4-48cc-8aa6-513000222adf,Nulla justo.,JP,RVNC
001,e357aebb-f054-4a95-a8c8-968e304fbebf,0af2e841-998a-4929-8308-54ce2cf2a0c0,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",NG,NAZ
001,aee0565c-0b3e-4e4f-b705-508da2109813,3f21daf0-3250-468c-951f-640314a67112,Suspendisse potenti.,ID,MEDP
001,04465cdc-9ccd-490c-866a-acc123b017eb,f449372e-1067-4e09-977d-2302b249b566,Curabitur convallis.,PH,KBWB
001,8092ebef-e10b-41ef-a1f2-7aae2807427c,88f56189-1528-4e32-a8de-2008ec594a0b,Integer tincidunt ante vel ipsum.,PE,APD
001,530dc3cf-c7f9-45d7-ba6f-37bd8d5cd0ec,28c8e66e-d4ff-46a7-a273-9ecbad47046b,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",NG,SRCE
001,29867651-3ffe-49ab-ab63-8ee751c5684c,de16bece-f9ac-4e37-ab26-768a2822f617,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",IE,EDN
001,f82e544d-ae5c-4c8f-b4b7-4ad22c9963ec,43be6281-61da-4158-87cb-a709329d8843,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",ML,WRE
001,5f2296ed-031a-4f89-bdb2-fa540150c258,a0ade85c-c346-4d6e-b609-3567b5b1d1a5,Mauris ullamcorper purus sit amet nulla.,IE,FRC^F
001,e4a128f5-57f7-4b4c-8b82-9f6dfe2b4c20,042be338-80a6-4371-88f2-e33c261872a8,Quisque ut erat.,UA,BX
001,80792bbb-3ae5-4e73-8fb5-ad7c841f25a2,8b2a0ad1-7898-4e32-8c47-b05ce14ecdff,Phasellus id sapien in sapien iaculis congue.,SE,NWLI
001,5ae5c78a-7b98-4b0d-b168-a26d3df6a3f8,f30c4a16-2760-428e-8ee8-7520c0173aa6,Pellentesque at nulla.,AM,RENN
001,c0dbe1f1-5e20-4975-b503-17b228a1ce03,b3373ac8-a4e3-4917-8de1-522ba3d2e12f,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",BG,COLL
001,089ed4f1-34ea-4ea8-9219-0a701709517c,058fac78-61db-45dd-b79e-85364b696ca8,Donec ut dolor.,IT,VSH
001,8b2a25c4-e139-4bae-8649-db1a39d8162f,d89a6c2c-4171-42f4-9ab1-f87273428b49,Integer ac neque.,PE,BECN
001,9e3c0aa7-0b96-477e-b969-80784ab146ad,b0260260-8d0b-4174-9214-f82089cf0960,Sed accumsan felis.,HN,KWR
001,83d99631-b812-49f5-9b0c-ba0aac2bfe1b,cde9fb7f-32e5-4796-be3a-4e7ef2071f20,Nulla ut erat id mauris vulputate elementum.,PL,CMO
001,9e76d7b7-5103-4542-bcba-2ab40909df6c,84269071-7832-4c3f-9100-4ae5c8a5ac4a,Etiam vel augue.,MX,IHIT
001,aa93649c-42c9-4a5e-9a62-99ed07ec9c16,302b2766-e1e2-4eaa-9228-cbe79ea58f42,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",PT,CHCO
001,e4998361-15ce-4752-8ca7-76be4a7f6600,d369c3af-bf02-4e03-ba2a-a582b30218aa,In blandit ultrices enim.,CA,SQQQ
001,796bf6d4-b712-4cec-8033-b0a87110cdef,77d669fa-f97c-460e-86f3-fee3fc8c943e,Vestibulum rutrum rutrum neque.,ID,NM^G
001,8ae32020-ab5a-4fa2-ac52-042470d22b77,e5735a3a-6264-4280-bab2-8765abf0598d,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",BR,SSP
001,36391d70-6307-4155-aa3c-bc1ffeb7a520,827a8311-2bcd-4593-8586-1569fce0ad26,Vivamus tortor.,CN,VICL
001,ac31792a-aa47-4566-b984-53e07ea41000,fc07778a-7498-4af8-a987-39eda4f42923,Vivamus vestibulum sagittis sapien.,ID,DWAT
001,b53a8439-d7f9-4aef-a88d-2ad8619fc3de,5cbccdbf-be55-4b1f-9a5a-c7429b741b54,Praesent id massa id nisl venenatis lacinia.,CN,SBFG
001,9c9b9966-8cde-4b7c-a18f-7de92e6215b1,07a4d461-fd95-4591-a686-543acbb87313,Integer tincidunt ante vel ipsum.,CU,AFMD
001,30378d7e-3b87-4414-aa9f-7099bef834cb,cf74e21b-7c5c-4088-a05c-abd40a8a67c6,Morbi quis tortor id nulla ultrices aliquet.,CN,QGEN
001,8b27210c-96a6-4c9a-9a85-d95e6f26cd76,e2bcaf99-0412-412d-aad4-26537bb0df4a,Vivamus in felis eu sapien cursus vestibulum.,US,DDR^K
001,c26e39c5-3c6e-497c-b533-3cc3047bda52,0e359a94-2b2a-4eb9-ad3f-87e702c6ecef,Ut at dolor quis odio consequat varius.,LA,CYTX
001,ce8c3358-f2c9-46ce-8e2b-9a5a4e458a96,2df9be60-23ea-4d19-a649-37a68a175b4e,In blandit ultrices enim.,MX,CNAT
001,eb725e73-24eb-4ec4-a0ec-36c8bbaeba2e,21e521b9-cad6-4520-a0c2-b073193c3b64,Etiam vel augue.,CN,DXTR
001,10288601-b83f-4a5d-9c44-09d47d92c08e,53ff0df5-907c-4be5-88ae-9fada3f0e78d,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",CI,DSX^B
001,35950b2e-e22b-4b75-b761-cdb677e7faa7,d6aa6db4-91be-4370-b510-fa17a099e0c8,Sed vel enim sit amet nunc viverra dapibus.,PH,STT
001,24374a31-4d7b-4f16-9bb9-69b0c8bf1146,dded91a3-a7e4-471a-b505-8aa1d2be3e80,Sed accumsan felis.,JP,FMI
001,29b32bda-9251-4cf2-bfd7-a79cf5ac0484,f70fd5f2-e948-40e1-91ce-cc3d411f46f8,Suspendisse ornare consequat lectus.,AR,HES^A
001,b30b7e05-e15e-4e44-8b68-0642739819c1,e0cd4b1b-d1a1-441d-aaf8-ad56a2a508ff,Vestibulum sed magna at nunc commodo placerat.,RU,SOR
001,7213513c-f446-4bb2-a467-0e2f604f5abe,a75a9b92-fb43-4ce4-8b87-22b82fb9a519,Morbi a ipsum.,CA,STT
001,905093e5-6917-4639-8796-c00af4436f0d,5a1710cf-c32a-40aa-881f-93840931a327,Nam nulla.,ID,KWN
001,48a17ac0-a59c-403d-be3a-432dec7f95fd,227fa5d1-e626-459f-b6f3-1560f6f032f7,Ut at dolor quis odio consequat varius.,HN,FEX
001,b3b29c1b-5c8d-4cce-9604-35d7e18beb89,2529a628-04f9-4dae-92f2-a7e99382fa14,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",NP,NCSM
001,659bb75d-068e-4b37-9f73-1ef768c6d0ec,a8587ece-4ea1-48c1-ae3c-3d6bdfd8a4a3,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",PH,ONS
001,4c0b8c99-a1f5-4ea7-b58d-912fda55d2d3,88767cbf-6141-4097-a410-6162343b5005,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",CO,PSDO
001,1b8e0cd3-20fe-4a90-8589-f12903e6c804,a9c2ad81-7b57-4910-9734-ef90e63c78a9,Nam nulla.,NO,CLNS
001,ce030a3e-7185-434b-8657-903c2a2761ff,b9ca1d8c-cb7b-4f69-82d3-fcd33c92d5c0,Duis aliquam convallis nunc.,TZ,VR
001,5060bcf6-494c-42c7-b000-900dc3b63b42,cd16d14e-5c3f-4b66-9276-e8609bf413c3,Etiam justo.,SV,FIF
001,f78d4e4a-689f-4d93-ace5-c2973df66a7f,bf679f7e-ed1d-4e9a-a420-3cbdd5ee779e,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",SY,NAZ
001,c97127b4-7ed1-4bbc-b7a6-d06887696ab1,76823ba8-0063-446e-b6f6-3f080749d2ab,Etiam vel augue.,ID,CVO
001,66aa9a68-a533-4e80-aa93-d4eee8135cbd,4f353a85-a239-4c7a-a72f-4a6ee2ed18ea,Nulla ut erat id mauris vulputate elementum.,PE,CELP
001,65f935aa-7be8-4bc2-a9f2-7ed2f42bc092,74f4f2aa-d4ff-448a-bd00-faee4524a7aa,Fusce posuere felis sed lacus.,ID,DCOM
001,4a51a781-36a6-43a1-8b07-d97dcd338610,ad6a131e-3502-4c23-bbd3-32abb03cf0c9,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",US,OSN
001,95625dc8-f74d-4517-a70f-e1943ba60e2d,f430ce86-06d8-4054-b8c0-6d8b81350808,Morbi non quam nec dui luctus rutrum.,IE,BBK
001,4f6e729e-a779-46ec-884e-86182c328c96,69b2746a-157b-4a0e-98a0-693c7fcd0f93,Morbi a ipsum.,PH,JRS
